cid,firstlast,lastname,state,party,office,gender,first_elected,exit_code,comments,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate
N00009699,Pat Tiberi,TIBERI,OH,R,OH12,M,2000,2,Resigned from 115th on 1/15/2018,202-225-5355,202-226-4523,http://tiberi.house.gov,https://tiberi.house.gov/contact/contactform.htm,1203 Longworth House Office Building,T000462,8404,H0OH12062,TiberiPress,https://youtube.com/PatTiberi,RepPatTiberi,1962-10-21
N00025280,Tim Ryan,RYAN,OH,D,OH13,M,2002,0,,202-225-5261,202-225-3719,http://timryan.house.gov,http://timryanforms.house.gov/contact/,1126 Longworth House Office Building,R000577,45638,H2OH17109,RepTimRyan,https://youtube.com/timryanvision,timryan,1973-07-16
N00035007,David P Joyce,Joynce,OH,R,OH14,M,2012,0,,202-225-5731,202-225-3307,https://joyce.house.gov,https://joyce.house.gov/email-me,1124 Longworth House Office Building,J000295,143052,H2OH14064,RepDaveJoyce,https://youtube.com/repdavejoyce,RepDaveJoyce,1957-03-17
N00029574,Steve Stivers,STIVERS,OH,R,OH15,M,2010,0,,202-225-2015,202-225-3529,http://stivers.house.gov,https://stivers.house.gov/forms/writeyourrep/,1022 Longworth House Office Building,S001187,45333,H8OH15076,RepSteveStivers,https://youtube.com/RepSteveStivers,RepSteveStivers,1965-03-24
N00031127,Jim Renacci,RENACCI,OH,R,OH16,M,2010,21,Lost Senate general,202-225-3876,202-225-3059,https://renacci.house.gov,https://renacci.house.gov/index.cfm/contact-form,328 Cannon House Office Building,R000586,120678,H0OH16097,RepJimRenacci,https://youtube.com/repjimrenacci,repjimrenacci,1958-12-03
N00003535,Sherrod Brown,BROWN,OH,D,OHS1,M,2006,0,,202-224-2315,202-228-6321,https://www.brown.senate.gov,http://www.brown.senate.gov/contact/,713 Hart Senate Office Building,B000944,27018,H2OH13033,SenSherrodBrown,https://youtube.com/SherrodBrownOhio,SenatorSherrodBrown,1952-11-09
N00003682,Rob Portman,PORTMAN,OH,R,OHS2,M,2010,0,,202-224-3353,,https://www.portman.senate.gov,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,448 Russell Senate Office Building,P000449,27008,S0OH00133,SenRobPortman,https://youtube.com/SenRobPortman,senrobportman,1955-12-19
N00040829,Kevin Hern,Hern,OK,R,OK01,M,2018,0,Only served after general election,202-225-2211,,https://hern.house.gov,,1019 Longworth House Office Building,H001082,,,repkevinhern,,,1961-12-04
N00033532,James Bridenstine,BRIDENSTINE,OK,R,OK01,M,2012,6,Resigned to become head of NASA 4/19/18,202-225-2211,918-935-2716,http://bridenstine.house.gov,https://bridenstineforms.house.gov/forms/writeyourrep/,216 Cannon House Office Building,B001283,135894,H2OK01143,RepJBridenstine,https://youtube.com/RepJimBridenstine,CongressmanJimBridenstine,1975-06-15
N00033410,Markwayne Mullin,MULLIN,OK,R,OK02,M,2012,0,,202-225-2701,202-225-3038,https://mullin.house.gov,https://mullin.house.gov/contact/email-me,1113 Longworth House Office Building,M001190,135898,H2OK02083,RepMullin,,RepMullin,1977-07-26
N00005559,Frank D Lucas,LUCAS,OK,R,OK03,M,1994,0,,202-225-5565,202-225-8698,http://lucas.house.gov,https://lucas.house.gov/contact-me/email-me,2405 Rayburn House Office Building,L000491,27032,H4OK06056,RepFrankLucas,https://youtube.com/RepFrankLucas,7872057395,1960-01-06
N00025726,Tom Cole,COLE,OK,R,OK04,M,2002,0,,202-225-6165,202-225-3512,https://cole.house.gov,https://coleforms.house.gov/contact/default.aspx,2467 Rayburn House Office Building,C001053,46034,H2OK04055,TomColeOK04,https://youtube.com/reptomcole,TomColeOK04,1949-04-28
N00036175,Steven Russell,RUSSELL,OK,R,OK05,M,2014,21,Lost general election,202-225-2132,202-226-1463,https://russell.house.gov,,128 Cannon House Office Building,R000604,,H4OK05132,RepRussell,,reprussell,1963-05-25
N00031129,James Lankford,LANKFORD,OK,R,OKS1,M,2014,0,,202-224-5754,,https://www.lankford.senate.gov,http://www.lankford.senate.gov/contact/email,316 Hart Senate Office Building,L000575,124938,H0OK05114,SenatorLankford,https://youtube.com/SenatorLankford,SenatorLankford,1968-03-04
N00005582,James M Inhofe,INHOFE,OK,R,OKS2,M,1994,0,,202-224-4721,202-228-0380,https://www.inhofe.senate.gov,https://www.inhofe.senate.gov/contact,205 Russell Senate Office Building,I000024,27027,S4OK00083,InhofePress,https://youtube.com/jiminhofepressoffice,jiminhofe,1934-11-17
N00033474,Suzanne Bonamici,BONAMICI,OR,D,OR01,F,2012,0,,202-225-0855,202-225-9497,http://bonamici.house.gov,https://bonamici.house.gov/contact-me/email-me,439 Cannon House Office Building,B001278,59641,H2OR01133,RepBonamici,https://youtube.com/RepSuzanneBonamici,congresswomanbonamici,1954-10-14
N00007690,Greg Walden,WALDEN,OR,R,OR02,M,1998,0,,202-225-6730,202-225-5774,https://walden.house.gov,https://walden.house.gov/e-mail-greg,2185 Rayburn House Office Building,W000791,2979,H6OR02116,RepGregWalden,https://youtube.com/RepGregWalden,repgregwalden,1957-01-10
N00007727,Earl Blumenauer,BLUMENAUER,OR,D,OR03,M,1996,0,,202-225-4811,202-225-8941,https://blumenauer.house.gov,https://forms.house.gov/blumenauer/webforms/issue_subscribe.html,1111 Longworth House Office Building,B000574,367,H6OR03064,BlumenauerMedia,https://youtube.com/RepBlumenauer,blumenauer,1948-08-16
N00007781,Peter DeFazio,DEFAZIO,OR,D,OR04,M,1986,0,,202-225-6416,,http://defazio.house.gov,https://defazio.house.gov/contact/email-me,2134 Rayburn House Office Building,D000191,27037,H6OR04047,RepPeterDeFazio,https://youtube.com/PeterDeFazio,RepPeterDeFazio,1947-05-27
N00030071,Kurt Schrader,SCHRADER,OR,D,OR05,M,2008,0,,202-225-5711,202-225-5699,http://schrader.house.gov,https://schrader.house.gov/forms/writeyourrep/,2431 Rayburn House Office Building,S001180,10813,H8OR05107,RepSchrader,https://youtube.com/repkurtschrader,repschrader,1951-10-19
N00029303,Jeff Merkley,MERKLEY,OR,D,ORS1,M,2008,0,,202-224-3753,202-228-3997,https://www.merkley.senate.gov,http://www.merkley.senate.gov/contact/,313 Hart Senate Office Building,M001176,23644,S8OR00207,SenJeffMerkley,https://youtube.com/SenatorJeffMerkley,jeffmerkley,1956-10-24
N00007724,Ron Wyden,WYDEN,OR,D,ORS2,M,1996,0,,202-224-5244,202-228-2717,https://www.wyden.senate.gov,https://www.wyden.senate.gov/contact/,221 Dirksen Senate Office Building,W000779,27036,S6OR00110,RonWyden,https://youtube.com/senronwyden,wyden,1949-05-03
N00001619,Robert A. Brady,BRADY,PA,D,PA01,M,1998,4,Retiring at end of 115th,202-225-4731,202-225-0088,http://brady.house.gov,https://brady.house.gov/contact-me/email-me,2004 Rayburn House Office Building,B001227,2519,H8PA01153,RepBrady,https://youtube.com/BradyPA01,RepRobertBrady,1945-04-07
N00038450,Dwight Evans,EVANS,PA,D,PA02,M,2016,0,,202-225-4001,,https://evans.house.gov,,1105 Longworth House Office Building,E000296,,,RepDwightEvans,,RepDwightEvans,1954-05-16
N00031647,Mike Kelly,KELLY,PA,R,PA03,M,2010,0,,202-225-5406,202-225-3103,http://kelly.house.gov,https://kelly.house.gov/contact-me/email-me,1707 Longworth House Office Building,K000376,119463,H0PA03271,MikeKellyPA,https://youtube.com/repmikekelly,MikeKellyPA,1948-05-10
N00034120,Scott Perry,PERRY,PA,R,PA04,M,2012,0,,202-225-5836,202-226-1000,http://perry.house.gov,http://perryforms.house.gov/forms/writeyourrep/,1207 Longworth House Office Building,P000605,59980,H2PA04135,RepScottPerry,https://youtube.com/RepScottPerry,Rep.ScottPerry,1962-05-27
N00029736,Glenn Thompson,THOMPSON,PA,R,PA05,M,2008,0,,202-225-5121,202-225-5796,http://thompson.house.gov,https://thompson.house.gov/contact-me/email-me,124 Cannon House Office Building,T000467,24046,H8PA05071,CongressmanGT,https://youtube.com/CongressmanGT,CongressmanGT,1959-07-27
N00031064,Ryan Costello,COSTELLO,PA,R,PA06,M,2014,4,Retiring at end of 115th,202-225-4315,202-225-8440,https://costello.house.gov,,326 Cannon House Office Building,C001106,,H0PA06076,RepRyanCostello,,CongressmanRyanCostello,1976-09-07
N00031134,Patrick Meehan,MEEHAN,PA,R,PA07,M,2010,2,Resigned 4/27/2018,202-225-2011,202-226-0280,https://meehan.house.gov,https://meehan.house.gov/email-me,2305 Rayburn House Office Building,M001181,119474,H0PA07082,RepMeehan,https://youtube.com/repmeehan,CongressmanPatrickMeehan,1955-10-20
N00042706,Mary Gay Scanlon,Scanlon,PA,D,PA07,F,2018,0,Won both special plus general for PA05,202-225-2011,,https://scanlon.house.gov,,1535 Longworth House Office Building,S001205,,,,,,1959-08-30
N00038779,Brian Fitzpatrick,FITZPATRICK,PA,R,PA08,M,2016,0,,202-225-4276,,https://brianfitzpatrick.house.gov,,514 Cannon House Office Building,F000466,,,repbrianfitz,,repbrianfitzpatrick,1973-12-17
N00013770,Bill Shuster,SHUSTER,PA,R,PA09,M,2001,4,Retiring at end of 115th,202-225-2431,202-225-2486,https://shuster.house.gov,http://shuster.house.gov/contact-form/,2079 Rayburn House Office Building,S001154,55693,H2PA09035,RepBillShuster,https://youtube.com/repshuster,Rep.Shuster,1961-01-10
N00031777,Tom Marino,MARINO,PA,R,PA10,M,2010,0,,202-225-3731,202-225-9594,https://marino.house.gov,https://marino.house.gov/contact-me/email-me,2242 Rayburn House Office Building,M001179,119478,H0PA10078,RepTomMarino,https://youtube.com/RepMarino,CongressmanMarino,1952-08-15
N00025495,Lou Barletta,BARLETTA,PA,R,PA11,M,2010,21,Lost Senate general,202-225-6511,202-225-0764,http://barletta.house.gov,https://barletta.house.gov/contact/email-me,2049 Rayburn House Office Building,B001269,47143,H2PA11098,RepLouBarletta,https://youtube.com/reploubarletta,CongressmanLouBarletta,1956-01-28
N00031253,Keith J Rothfus,ROTHFUS,PA,R,PA12,M,2012,21,Lost general election,202-225-2065,202-225-5709,https://rothfus.house.gov,https://rothfus.house.gov/email-keith,1205 Longworth House Office Building,R000598,119466,H0PA04220,KeithRothfus,https://youtube.com/reprothfus,keithrothfus,1962-04-25
N00035307,Brendan Boyle,BOYLE,PA,D,PA13,M,2014,0,,202-225-6111,202-226-0611,https://boyle.house.gov,,1133 Longworth House Office Building,B001296,,H4PA13199,RepBrendanBoyle,,CongressmanBoyle,1977-02-06
N00001373,Mike Doyle,DOYLE,PA,D,PA14,M,1994,0,,202-225-2135,202-225-3084,http://doyle.house.gov,https://doyle.house.gov/contact-me/email-me,239 Cannon House Office Building,D000482,21853,H4PA18131,USRepMikeDoyle,https://youtube.com/CongressmanDoyle,usrepmikedoyle,1953-08-05
N00041997,Susan Wild,Wild,PA,D,PA15,F,2018,0,Won both special plus general for PA07,202-225-6411,,https://wild.house.gov,,1607 Longworth House Office Building,W000826,,,RepSusanWild,,,1957-06-07
N00026171,Charlie Dent,DENT,PA,R,PA15,M,2004,2,"Resigning May 12, 2018",202-225-6411,202-226-0778,https://dent.house.gov,https://dent.house.gov/?p=ContactForm,2082 Rayburn House Office Building,D000604,9121,H4PA15087,RepCharlieDent,https://youtube.com/CongressmanDent,CongressmanDent,1960-05-24
N00038781,Lloyd Smucker,SMUCKER,PA,R,PA16,M,2016,0,,202-225-2411,,https://smucker.house.gov,,516 Cannon House Office Building,S001199,,,RepSmucker,,RepSmucker,1964-01-23
N00034128,Matt Cartwright,CARTWRIGHT,PA,D,PA17,M,2012,0,,202-225-5546,570-341-1055,http://cartwright.house.gov,https://cartwrightforms.house.gov/forms/writeyourrep/,1034 Longworth House Office Building,C001090,136236,H2PA17079,RepCartwright,,CongressmanMattCartwright,1961-05-01
N00024992,Tim Murphy,MURPHY,PA,R,PA18,M,2002,2,Resigned 10/21/2017,202-225-2301,202-225-1844,https://murphy.house.gov,https://murphy.house.gov/contact-me,2332 Rayburn House Office Building,M001151,9794,H2PA18143,RepTimMurphy,https://youtube.com/TimMurphyPA18,reptimmurphy,1952-09-11
N00041870,Conor Lamb,Lamb,PA,D,PA18,M,2018,0,,202-225-2301,,https://lamb.house.gov/,,1224 Longworth House Office Building,L000588,,,RepConorLamb,,RepConorLamb,1984-06-27
N00001489,Pat Toomey,TOOMEY,PA,R,PAS1,M,2010,0,,202-224-4254,202-228-0284,https://www.toomey.senate.gov,https://www.toomey.senate.gov/?p=contact,248 Russell Senate Office Building,T000461,24096,S4PA00121,SenToomey,https://youtube.com/sentoomey,senatortoomey,1961-11-17
N00027503,Bob Casey,CASEY,PA,D,PAS2,M,2006,0,,202-224-6324,202-228-0604,https://www.casey.senate.gov,https://www.casey.senate.gov/contact/,393 Russell Senate Office Building,C001070,2541,S6PA00217,SenBobCasey,https://youtube.com/SenatorBobCasey,SenatorBobCasey,1960-04-13
N00032019,David Cicilline,CICILLINE,RI,D,RI01,M,2010,0,,202-225-4911,202-225-3290,http://cicilline.house.gov,https://cicilline.house.gov/contact-me/email-me,2244 Rayburn House Office Building,C001084,7349,H0RI01073,RepCicilline,https://youtube.com/RepDavidCicilline,CongressmanDavidCicilline,1961-07-15
N00009724,Jim Langevin,LANGEVIN,RI,D,RI02,M,2000,0,,202-225-2735,202-225-5976,http://langevin.house.gov,https://langevin.house.gov/contact-me/email-me,2077 Rayburn House Office Building,L000559,55787,H0RI02139,JimLangevin,https://youtube.com/jimlangevin,CongressmanJimLangevin,1964-04-22
N00027533,Sheldon Whitehouse,WHITEHOUSE,RI,D,RIS1,M,2006,0,,202-224-2921,202-228-6362,https://www.whitehouse.senate.gov,http://www.whitehouse.senate.gov/contact,530 Hart Senate Office Building,W000802,2572,S6RI00221,SenWhitehouse,https://youtube.com/SenatorWhitehouse,SenatorWhitehouse,1955-10-20
N00000362,Jack Reed,REED,RI,D,RIS2,M,1996,0,,202-224-4642,202-224-4680,https://www.reed.senate.gov,https://www.reed.senate.gov/contact/,728 Hart Senate Office Building,R000122,27060,S6RI00163,SenJackReed,https://youtube.com/SenatorReed,SenJackReed,1949-11-12
N00002424,Mark Sanford,SANFORD,SC,R,SC01,M,2013,20,Lost primary,202-225-3176,843-521-2535,https://sanford.house.gov,https://sanford.house.gov/contact/email-me,2211 Rayburn House Office Building,S000051,21991,H4SC01073,RepSanfordSC,https://youtube.com/RepSanfordSC,RepSanfordSC,1960-05-28
N00024809,Joe Wilson,WILSON,SC,R,SC02,M,2001,0,,202-225-2452,202-225-2455,http://joewilson.house.gov,https://joewilson.house.gov/forms/writeyourrep/default.aspx,1436 Longworth House Office Building,W000795,3985,H2SC02059,RepJoeWilson,https://youtube.com/RepJoeWilson,JoeWilson,1947-07-31
N00030752,Jeff Duncan,DUNCAN,SC,R,SC03,M,2010,0,,202-225-5301,202-225-3216,http://jeffduncan.house.gov,https://jeffduncan.house.gov/contact-me/email-me,2229 Rayburn House Office Building,D000615,47967,H0SC03077,RepJeffDuncan,https://youtube.com/congjeffduncan,RepJeffDuncan,1966-01-07
N00030880,Trey Gowdy,GOWDY,SC,R,SC04,M,2010,4,Retiring at end of 115th,202-225-6030,202-226-1177,https://gowdy.house.gov,https://gowdy.house.gov/forms/writeyourrep/default.aspx,2418 Rayburn House Office Building,G000566,121782,H0SC04257,TGowdySC,https://youtube.com/TGowdySC,RepTreyGowdy,1964-08-22
N00027783,Ralph Norman,NORMAN,SC,R,SC05,M,2017,0,,,,https://norman.house.gov,,,N000190,,,RepRaphNorman,,RepRaphNorman,1953-06-20
N00031412,Mick Mulvaney,MULVANEY,SC,R,SC05,M,2010,6,Resigned to become Director of OMB,202-225-5501,202-225-0464,https://mulvaney.house.gov,https://mulvaney.house.gov/email-mick/,2419 Rayburn House Office Building,M001182,60348,H0SC05031,RepMickMulvaney,https://youtube.com/RepMickMulvaney,,1967-07-21
N00002408,James E Clyburn,CLYBURN,SC,D,SC06,M,1992,0,,202-225-3315,202-225-2313,http://clyburn.house.gov,https://clyburn.house.gov/contact-me/email-me,242 Cannon House Office Building,C000537,27066,H2SC02042,Clyburn,https://youtube.com/repjamesclyburn,jameseclyburn,1940-07-21
N00033832,Tom Rice,RICE,SC,R,SC07,M,2012,0,,202-225-9895,,http://rice.house.gov,https://tomriceforms.house.gov/forms/writeyourrep/,223 Cannon House Office Building,R000597,132382,H2SC07066,RepTomRice,https://youtube.com/RepTomRice,reptomrice,1957-08-04
N00031782,Tim Scott,SCOTT,SC,R,SCS1,M,2013,0,,202-224-6121,202-225-3407,https://www.scott.senate.gov,https://www.scott.senate.gov/contact/email-me,717 Hart Senate Office Building,S001184,11940,H0SC01279,SenatorTimScott,https://youtube.com/SenatorTimScott,SenatorTimScott,1965-09-19
N00009975,Lindsey Graham,GRAHAM,SC,R,SCS2,M,2002,0,,202-224-5972,202-224-3808,https://www.lgraham.senate.gov/public,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,290 Russell Senate Office Building,G000359,21992,S0SC00149,GrahamBlog,https://youtube.com/USSenLindseyGraham,USSenatorLindseyGraham,1955-07-09
N00032022,Kristi Noem,NOEM,SD,R,SD01,F,2010,16,Running for Governor in 2018,202-225-2801,202-225-5823,https://noem.house.gov,http://noem.house.gov/index.cfm/email-kristi,2457 Rayburn House Office Building,N000184,58189,H0SD00054,RepKristiNoem,https://youtube.com/RepKristiNoem,kristiforgovernor,1971-11-30
N00004572,John Thune,THUNE,SD,R,SDS1,M,2004,0,,202-224-2321,202-228-5429,https://www.thune.senate.gov,http://www.thune.senate.gov/public/index.cfm/contact,511 Dirksen Senate Office Building,T000250,398,S2SD00068,SenJohnThune,https://youtube.com/johnthune,johnthune,1961-01-07
N00035187,Mike Rounds,Rounds,SD,R,SDS2,M,2014,0,,202-224-5842,,https://www.rounds.senate.gov,https://www.rounds.senate.gov/contact/email-mike,502 Hart Senate Office Building,R000605,,S4SD00049,SenatorRounds,,SenatorMikeRounds,1954-10-24
N00028463,Phil Roe,ROE,TN,R,TN01,M,2008,0,,202-225-6356,202-225-6356,http://roe.house.gov,https://roe.house.gov/contact/contactform.htm?zip5=37813&zip4=1659,336 Cannon House Office Building,R000582,65306,H6TN01388,DrPhilRoe,https://youtube.com/drphilroe,DrPhilRoe,1945-07-21
N00003209,John J Duncan Jr.,DUNCAN,TN,R,TN02,M,1988,4,Retiring at end of 115th,202-225-5435,202-225-6440,http://duncan.house.gov,https://duncan.house.gov/contact-me/email-me,2207 Rayburn House Office Building,D000533,27069,H8TN02069,RepJohnDuncanJr,https://youtube.com/RepJohnDuncan,CongressmanDuncan,1947-07-21
N00030815,Chuck Fleischmann,FLEISCHMANN,TN,R,TN03,M,2010,0,,202-225-3271,202-225-3494,http://fleischmann.house.gov,https://fleischmann.house.gov/contact-me/email-me,2410 Rayburn House Office Building,F000459,123456,H0TN03254,RepChuck,https://youtube.com/repchuck,repchuck,1962-10-11
N00030957,Scott Desjarlais,DESJARLAIS,TN,R,TN04,M,2010,0,,202-225-6831,202-226-5172,https://desjarlais.house.gov,http://desjarlais.house.gov/contact/email-me,2301 Rayburn House Office Building,D000616,123473,H0TN04195,DesJarlaisTN04,https://youtube.com/ScottDesJarlaisTN04,ScottDesJarlaisTN04,1964-02-21
N00003132,Jim Cooper,COOPER,TN,D,TN05,M,2002,0,,202-225-4311,202-226-1035,http://cooper.house.gov,https://cooper.house.gov/contact/email-me,1536 Longworth House Office Building,C000754,48891,H2TN05131,RepJimCooper,https://youtube.com/RepJimCooper,JimCooper,1954-06-19
N00031539,Diane Black,BLACK,TN,R,TN06,F,2010,20,Lost primary for Governor,202-225-4231,202-225-6887,http://black.house.gov,https://black.house.gov/contact-me/email-me,1131 Longworth House Office Building,B001273,25292,H0TN06257,RepDianeBlack,https://youtube.com/RepDianeBlack,DianeBlackTN06,1951-01-16
N00003105,Marsha Blackburn,BLACKBURN,TN,R,TN07,F,2002,15,Running for Senate,202-225-2811,202-225-3004,http://blackburn.house.gov,https://blackburn.house.gov/contactform/email.htm,2266 Rayburn House Office Building,B001243,25186,H2TN06030,MarshaBlackburn,https://youtube.com/RepMarshaBlackburn,marshablackburn,1952-06-06
N00025445,David Kustoff,KUSTOFF,TN,R,TN08,M,2016,0,,202-225-4714,,https://kustoff.house.gov,,508 Cannon House Office Building,K000392,,,repdavidkustoff,,RepDavidKustoff,1966-10-08
N00003225,Steve Cohen,COHEN,TN,D,TN09,M,2006,0,,202-225-3265,202-225-5663,https://cohen.house.gov,https://cohen.house.gov/contact-me/email-me,2404 Rayburn House Office Building,C001068,24340,H6TN09068,RepCohen,https://youtube.com/repcohen,CongressmanSteveCohen,1949-05-24
N00027441,Bob Corker,CORKER,TN,R,TNS1,M,2006,4,Retiring at end of 115th,202-224-3344,202-228-0566,https://www.corker.senate.gov,https://www.corker.senate.gov/public/index.cfm/emailme,425 Dirksen Senate Office Building,C001071,65905,S6TN00216,SenBobCorker,https://youtube.com/senatorcorker,bobcorker,1952-08-24
N00009888,Lamar Alexander,ALEXANDER,TN,R,TNS2,M,2002,0,,202-224-4944,202-228-3398,https://www.alexander.senate.gov/public,http://www.alexander.senate.gov/public/index.cfm?p=Email,455 Dirksen Senate Office Building,A000360,15691,S2TN00058,SenAlexander,https://youtube.com/lamaralexander,senatorlamaralexander,1940-07-03
N00026148,Louis B Gohmert Jr.,GOHMERT,TX,R,TX01,M,2004,0,,202-225-3035,202-226-1230,https://gohmert.house.gov,http://gohmert.house.gov/contact/,2243 Rayburn House Office Building,G000552,50029,H4TX04039,RepLouieGohmert,https://youtube.com/GohmertTX01,50375006903,1953-08-18
N00026457,Ted Poe,POE,TX,R,TX02,M,2004,4,Retiring at end of 115th,202-225-6565,202-225-5547,https://poe.house.gov,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF,2132 Rayburn House Office Building,P000592,49198,H4TX02108,JudgeTedPoe,https://youtube.com/CongressmanTedPoe,106631626049851,1948-09-10
N00008028,Sam Johnson,JOHNSON,TX,R,TX03,M,1991,4,Retiring at end of 115th,202-225-4201,202-225-1485,http://samjohnson.house.gov,http://samjohnson.house.gov/contact/,2304 Rayburn House Office Building,J000174,27079,H2TX03118,SamsPressShop,https://youtube.com/RepSamJohnson,RepSamJohnson,1930-10-11
N00035972,John Lee Ratcliffe,RATCLIFFE,TX,R,TX04,M,2014,0,,202-225-6673,202-225-3332,https://ratcliffe.house.gov,,325 Cannon House Office Building,R000601,,H4TX04153,RepRatcliffe,,RepRatcliffe,1965-10-20
N00024922,Jeb Hensarling,HENSARLING,TX,R,TX05,M,2002,4,Retiring at end of 115th,202-225-3484,202-226-4888,http://hensarling.house.gov,https://hensarling.house.gov/contact/email-me,2228 Rayburn House Office Building,H001036,49827,H2TX05121,RepHensarling,https://youtube.com/repjebhensarling,RepHensarling,1957-05-29
N00005656,Joe Barton,BARTON,TX,R,TX06,M,1984,4,Retiring at end of 115th,202-225-2002,202-225-3052,https://joebarton.house.gov,https://joebarton.house.gov/contact1/,2107 Rayburn House Office Building,B000213,27082,H4TX06117,RepJoeBarton,https://youtube.com/repjoebarton,RepJoeBarton,1949-09-15
N00009738,John Culberson,CULBERSON,TX,R,TX07,M,2000,21,Lost general election,202-225-2571,202-225-4381,http://culberson.house.gov,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx,2161 Rayburn House Office Building,C001048,5488,H0TX07055,CongCulberson,https://youtube.com/johnculbersontx07,CongressmanCulberson,1956-08-24
N00005883,Kevin Brady,BRADY,TX,R,TX08,M,1996,0,,202-225-4901,202-225-5524,http://kevinbrady.house.gov,https://kevinbrady.house.gov/contact-form,1011 Longworth House Office Building,B000755,361,H6TX08100,RepKevinBrady,https://youtube.com/KBrady8,kevinbrady,1955-04-11
N00026686,Al Green,GREEN,TX,D,TX09,M,2004,0,,202-225-7508,202-225-2947,http://algreen.house.gov,https://algreen.house.gov/contact-me/email-me,2347 Rayburn House Office Building,G000553,49680,H4TX09095,RepAlGreen,https://youtube.com/RepAlGreen,repalgreen,1947-09-01
N00026460,Michael McCaul,MCCAUL,TX,R,TX10,M,2004,0,,202-225-2401,202-225-5955,http://mccaul.house.gov,https://mccaul.house.gov/contact/email-me,2001 Rayburn House Office Building,M001157,49210,H4TX10093,RepMcCaul,https://youtube.com/MichaelTMcCaul,michaeltmccaul,1962-01-14
N00026041,Mike Conaway,CONAWAY,TX,R,TX11,M,2004,0,,202-225-3605,202-225-1783,http://conaway.house.gov,https://conaway.house.gov/forms/writeyourrep/default.aspx,2430 Rayburn House Office Building,C001062,49935,H4TX19136,ConawayTX11,https://youtube.com/mikeconaway11,mike.conaway,1948-06-11
N00008799,Kay Granger,GRANGER,TX,R,TX12,F,1996,0,,202-225-5071,202-225-5683,http://kaygranger.house.gov,http://kaygranger.house.gov/contact-kay/email-me,1026 Longworth House Office Building,G000377,334,H6TX12060,RepKayGranger,https://youtube.com/RepKayGranger,RepKayGranger,1943-01-18
N00006052,Mac Thornberry,THORNBERRY,TX,R,TX13,M,1994,0,,202-225-3706,202-225-3486,http://thornberry.house.gov,https://thornberry.house.gov/forms/writeyourrep/,2208 Rayburn House Office Building,T000238,21706,H4TX13014,MacTXPress,https://youtube.com/RepMacThornberry,repmacthornberry,1958-07-15
N00033539,Randy Weber,WEBER,TX,R,TX14,M,2012,0,,202-225-2831,202-225-0271,http://weber.house.gov,https://weber.house.gov/contact/email-me,1708 Longworth House Office Building,W000814,102026,H2TX14149,TXRandy14,https://youtube.com/TXRandy14,TXRandy14,1953-07-02
N00038809,Vicente Gonzalez,GONZALEZ,TX,D,TX15,M,2016,0,,202-225-2531,,https://gonzalez.house.gov,,113 Cannon House Office Building,G000581,,,RepGonzalez,,USCongressmanVicenteGonzalez,1967-09-04
N00033540,Beto O'Rourke,O'ROURKE,TX,D,TX16,M,2012,21,Lost Senate general,202-225-4831,,http://orourke.house.gov,https://orourkeforms.house.gov/forms/writeyourrep/,1330 Longworth House Office Building,O000170,78533,H2TX16185,RepBetoORourke,https://youtube.com/betoorourketx16,betoorourketx16,1972-09-26
N00031545,Bill Flores,FLORES,TX,R,TX17,M,2010,0,,202-225-6105,202-225-0350,http://flores.house.gov,https://billflores.house.gov/contact/,2440 Rayburn House Office Building,F000461,116906,H0TX17104,RepBillFlores,https://youtube.com/RepBillFlores,RepBillFlores,1954-02-25
N00005818,Sheila Jackson Lee,JACKSON LEE,TX,D,TX18,F,1994,0,,202-225-3816,202-225-3317,http://jacksonlee.house.gov,http://jacksonlee.house.gov/contact/,2187 Rayburn House Office Building,J000032,21692,H4TX18054,JacksonLeeTX18,https://youtube.com/TX18SJL,169479190984,1950-01-12
N00038285,Jodey Arrington,ARRINGTON,TX,R,TX19,M,2016,0,,202-225-4005,,https://arrington.house.gov,,1029 Longworth House Office Building,A000375,,,RepArrington,,JodeyArrington,1972-03-09
N00033316,Joaquin Castro,CASTRO,TX,D,TX20,M,2012,0,,202-225-3236,202-225-1915,https://castro.house.gov,https://castro.house.gov/contact/email-me,1221 Longworth House Office Building,C001091,49227,H2TX35011,JoaquinCastrotx,https://youtube.com/JoaquinCastroTX,JoaquinCastroTX,1974-09-16
N00001811,Lamar Smith,SMITH,TX,R,TX21,M,1986,4,Retiring at end of 115th,202-225-4236,202-225-8628,http://lamarsmith.house.gov,http://lamarsmith.house.gov/contact/email-lamar,2409 Rayburn House Office Building,S000583,27097,H6TX21012,LamarSmithTX21,https://youtube.com/lamarsmithtexas21,LamarSmithTX21,1947-11-19
N00029285,Pete Olson,OLSON,TX,R,TX22,M,2008,0,,202-225-5951,202-225-5241,https://olson.house.gov,https://forms.house.gov/olson/contact-form.shtml,2133 Rayburn House Office Building,O000168,102008,H8TX22107,RepPeteOlson,,Rep.PeteOlson,1962-12-09
